cveID,product,version
CVE-2020-28374,Debian Linux,9
CVE-2020-28374,Debian Linux,10
CVE-2020-28374,Fedora,32
CVE-2020-28374,Fedora,33
CVE-2020-35965,Debian Linux,9
CVE-2020-35965,Debian Linux,10
CVE-2020-36158,Fedora,33
CVE-2011-0990,Moonlight,2
CVE-2011-0990,Moonlight,2.3.0
CVE-2011-0990,Moonlight,2.4
CVE-2011-0990,Moonlight,2.31
CVE-2011-0990,Moonlight,3
CVE-2011-0990,Moonlight,3.99
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38.1
CVE-2011-1078,Linux Kernel,2.6.38.2
CVE-2011-1078,Linux Kernel,2.6.38.3
CVE-2011-1078,Linux Kernel,2.6.38.4
CVE-2011-1078,Linux Kernel,2.6.38.5
CVE-2011-1078,Linux Kernel,2.6.38.6
CVE-2011-1078,Linux Kernel,2.6.38.7
CVE-2011-2517,Enterprise Linux,5
CVE-2011-2517,Enterprise Linux Desktop,5
CVE-2011-2517,Enterprise Linux Server,5
CVE-2011-2517,Enterprise Linux Workstation,5
CVE-2011-3211,Bcfg2,0.3.1
CVE-2011-3211,Bcfg2,0.4
CVE-2011-3211,Bcfg2,0.5
CVE-2011-3211,Bcfg2,0.6
CVE-2011-3211,Bcfg2,0.6.1
CVE-2011-3211,Bcfg2,0.6.3
CVE-2011-3211,Bcfg2,0.6.4
CVE-2011-3211,Bcfg2,0.6.5
CVE-2011-3211,Bcfg2,0.6.6
CVE-2011-3211,Bcfg2,0.6.7
CVE-2011-3211,Bcfg2,0.6.8
CVE-2011-3211,Bcfg2,0.6.9
CVE-2011-3211,Bcfg2,0.6.10
CVE-2011-3211,Bcfg2,0.7.0
CVE-2011-3211,Bcfg2,0.7.1
CVE-2011-3211,Bcfg2,0.7.2
CVE-2011-3211,Bcfg2,0.7.3
CVE-2011-3211,Bcfg2,0.7.4
CVE-2011-3211,Bcfg2,0.8.0
CVE-2011-3211,Bcfg2,0.8.1
CVE-2011-3211,Bcfg2,0.8.2
CVE-2011-3211,Bcfg2,0.8.3
CVE-2011-3211,Bcfg2,0.8.4
CVE-2011-3211,Bcfg2,0.8.5
CVE-2011-3211,Bcfg2,0.8.6.1
CVE-2011-3211,Bcfg2,0.8.7
CVE-2011-3211,Bcfg2,0.8.7.1
CVE-2011-3211,Bcfg2,0.8.7.2
CVE-2011-3211,Bcfg2,0.9.0
CVE-2011-3211,Bcfg2,0.9.1d
CVE-2011-3211,Bcfg2,0.9.2
CVE-2011-3211,Bcfg2,0.9.3
CVE-2011-3211,Bcfg2,0.9.4
CVE-2011-3211,Bcfg2,0.9.5
CVE-2011-3211,Bcfg2,0.9.5.1
CVE-2011-3211,Bcfg2,0.9.5.2
CVE-2011-3211,Bcfg2,0.9.5.3
CVE-2011-3211,Bcfg2,0.9.5.5
CVE-2011-3211,Bcfg2,0.9.5.7
CVE-2011-3211,Bcfg2,0.9.6
CVE-2011-3211,Bcfg2,1
CVE-2011-3211,Bcfg2,1
CVE-2011-3211,Bcfg2,1
CVE-2011-3211,Bcfg2,1.0.0
CVE-2011-3211,Bcfg2,1.0.1
CVE-2011-3211,Bcfg2,1.1.0
CVE-2011-3211,Bcfg2,1.1.1
CVE-2011-3211,Bcfg2,1.2
CVE-2011-4913,Linux Kernel,2.6.38
CVE-2011-4913,Linux Kernel,2.6.38
CVE-2011-4913,Linux Kernel,2.6.38
CVE-2011-4913,Linux Kernel,2.6.38
CVE-2011-4913,Linux Kernel,2.6.38
CVE-2011-4913,Linux Kernel,2.6.38
CVE-2011-4913,Linux Kernel,2.6.38
CVE-2011-4913,Linux Kernel,2.6.38
CVE-2011-4913,Linux Kernel,2.6.38
CVE-2011-4913,Linux Kernel,2.6.38.1
CVE-2011-4913,Linux Kernel,2.6.38.2
CVE-2011-4913,Linux Kernel,2.6.38.3
CVE-2011-4913,Linux Kernel,2.6.38.4
CVE-2011-4913,Linux Kernel,2.6.38.5
CVE-2011-4913,Linux Kernel,2.6.38.6
CVE-2011-4913,Linux Kernel,2.6.38.7
CVE-2011-4913,Suse Linux Enterprise Server,10
CVE-2012-0787,Augeas,0.0.1
CVE-2012-0787,Augeas,0.0.2
CVE-2012-0787,Augeas,0.0.3
